Customer_ID,Age,Gender,Location,Subscription_Type,Monthly_Charges,Tenure_Months,Payment_Method,Support_Calls,Total_Usage_GB,Churn
1195,52,Female,Rural,Standard,28.61,44,PayPal,2,283.41,Yes
1196,78,Female,Urban,Standard,80.15,53,Debit Card,5,55.79,No
1197,69,Female,Suburban,Standard,82.41,51,Crypto,9,406.69,Yes
1198,32,Female,Urban,Standard,83.99,13,Crypto,3,268.68,No
1199,64,Male,Urban,Premium,52.56,41,Credit Card,8,57.92,Yes
1200,73,Male,Rural,Basic,27.32,11,Credit Card,1,80.85,No
1201,39,Male,Urban,Basic,18.98,37,Crypto,3,411.23,No
1202,31,Female,Suburban,Basic,76.9,60,Debit Card,0,178.39,No
1203,43,Female,Suburban,Basic,89.76,32,Credit Card,6,410.73,Yes
1204,45,Male,Urban,Basic,68.58,45,Debit Card,3,35.68,Yes
1205,40,Female,Urban,Standard,22.97,18,Credit Card,4,122.69,No
1206,31,Male,Suburban,Basic,94.14,20,Credit Card,0,382.53,Yes
1207,41,Male,Urban,Standard,99.02,44,Credit Card,1,321.21,No
1208,19,Female,Suburban,Standard,49.0,36,Credit Card,3,154.11,Yes
1209,62,Male,Rural,Basic,63.53,69,Credit Card,1,468.08,No
1210,43,Male,Urban,Basic,79.95,37,PayPal,0,106.32,Yes
1211,31,Female,Urban,Standard,76.28,33,Credit Card,9,425.04,Yes
1212,76,Female,Suburban,Standard,97.1,19,Credit Card,0,348.18,No
1213,73,Male,Urban,Premium,20.34,51,Credit Card,5,61.44,No
1214,68,Female,Urban,Premium,62.27,32,Debit Card,1,278.0,No
1215,24,Female,Urban,Premium,72.27,22,Crypto,2,465.02,No
1216,20,Male,Suburban,Standard,90.11,1,Credit Card,4,309.83,Yes
1217,64,Male,Urban,Premium,88.67,54,Credit Card,2,264.87,No
1218,40,Female,Urban,Premium,98.02,20,Credit Card,5,183.8,Yes
1219,63,Male,Suburban,Premium,56.09,58,Debit Card,6,394.61,Yes
1220,60,Female,Urban,Basic,84.77,35,Credit Card,9,456.62,Yes
1221,64,Female,Urban,Premium,48.46,70,Credit Card,5,376.91,Yes
1222,77,Female,Rural,Standard,48.01,70,Credit Card,1,362.9,Yes
1223,62,Male,Suburban,Standard,32.8,61,Credit Card,8,97.05,No
1224,35,Female,Rural,Basic,83.64,63,PayPal,1,417.16,No
1225,75,Male,Urban,Basic,98.72,61,Credit Card,5,21.31,No
1226,55,Male,Suburban,Basic,33.07,57,Credit Card,8,378.92,No
1227,52,Male,Urban,Basic,15.05,3,PayPal,8,106.22,Yes
1228,68,Male,Urban,Basic,83.4,45,PayPal,1,244.14,No
1229,32,Female,Urban,Premium,65.82,15,Credit Card,8,347.92,No
1230,42,Male,Urban,Basic,96.37,17,Crypto,7,379.78,Yes
1231,72,Male,Rural,Basic,32.7,15,Debit Card,6,444.15,No
1232,54,Female,Urban,Basic,16.39,5,Credit Card,7,142.01,Yes
1233,45,Male,Suburban,Standard,54.32,46,Credit Card,9,112.94,No
1234,27,Female,Suburban,Basic,17.69,11,Credit Card,7,498.13,Yes
1235,56,Male,Suburban,Basic,33.56,64,Credit Card,0,104.57,No
1236,74,Female,Urban,Standard,21.34,14,Credit Card,8,333.07,Yes
1237,34,Female,Suburban,Standard,30.17,39,Debit Card,5,476.42,Yes
1238,56,Male,Urban,Basic,19.55,67,PayPal,0,448.38,No
1239,39,Male,Urban,Basic,95.85,55,Credit Card,0,222.19,Yes
1240,43,Male,Rural,Basic,35.07,42,Credit Card,6,319.15,No
1241,79,Female,Urban,Premium,49.95,5,Credit Card,9,265.02,Yes
1242,61,Male,Urban,Basic,90.88,52,Debit Card,1,173.98,No
1243,42,Male,Rural,Standard,70.96,22,Debit Card,5,73.07,Yes
1244,34,Male,Urban,Basic,65.62,44,Credit Card,4,401.89,Yes
1245,30,Male,Suburban,Standard,73.5,59,Debit Card,4,46.13,Yes
1246,37,Female,Urban,Basic,84.59,25,Credit Card,9,305.2,Yes
1247,42,Female,Urban,Basic,88.99,21,Debit Card,5,297.59,No
1248,21,Male,Urban,Standard,67.84,64,Credit Card,7,168.08,Yes
1249,27,Male,Urban,Basic,90.1,68,Credit Card,4,68.57,Yes
1250,20,Female,Urban,Basic,58.19,47,Credit Card,7,400.02,No
1251,58,Female,Suburban,Standard,34.96,35,PayPal,4,231.5,Yes
1252,62,Male,Suburban,Premium,89.21,7,Debit Card,9,362.91,Yes
1253,35,Male,Rural,Basic,58.73,56,Crypto,5,9.23,Yes
1254,64,Male,Urban,Standard,91.55,52,Credit Card,7,38.18,Yes
1255,53,Female,Suburban,Premium,13.62,46,Credit Card,1,88.75,Yes
1256,64,Male,Suburban,Premium,45.78,9,Credit Card,6,57.81,Yes
1257,39,Female,Rural,Standard,95.3,58,Debit Card,2,96.66,Yes
1258,51,Female,Urban,Standard,32.47,23,PayPal,8,343.56,Yes
1259,64,Female,Suburban,Basic,94.74,3,PayPal,9,24.45,Yes
1260,25,Male,Rural,Standard,95.85,61,Debit Card,6,19.89,No
1261,57,Male,Urban,Basic,89.39,9,Debit Card,2,16.79,Yes
1262,66,Male,Rural,Basic,60.73,53,PayPal,7,349.13,Yes
1263,61,Male,Urban,Standard,68.22,68,Credit Card,9,268.53,Yes
1264,36,Female,Suburban,Basic,88.27,49,PayPal,1,185.75,Yes
1265,59,Female,Rural,Standard,79.83,70,PayPal,9,338.13,Yes
1266,58,Female,Suburban,Standard,66.71,48,Credit Card,7,277.25,No
1267,54,Female,Urban,Standard,98.4,7,Debit Card,6,4.66,Yes
1268,23,Male,Urban,Basic,71.71,31,Credit Card,4,419.44,Yes
1269,69,Male,Rural,Basic,97.79,56,Credit Card,3,175.74,Yes
1270,43,Male,Urban,Standard,15.16,61,Debit Card,9,200.38,Yes
1271,51,Female,Urban,Premium,22.51,5,Credit Card,9,391.36,Yes
1272,76,Female,Suburban,Basic,50.63,30,Credit Card,0,94.36,Yes
1273,73,Female,Urban,Basic,44.64,22,PayPal,3,6.03,No
1274,76,Male,Urban,Premium,80.45,17,Credit Card,5,454.51,Yes
1275,62,Male,Urban,Basic,24.46,10,Credit Card,5,253.23,Yes
1276,23,Female,Urban,Premium,97.85,71,Debit Card,1,175.41,Yes
1277,54,Male,Suburban,Standard,38.36,68,Credit Card,8,409.7,No
1278,74,Female,Suburban,Standard,48.6,42,Credit Card,0,14.12,Yes
1279,50,Female,Suburban,Basic,34.73,27,Credit Card,3,101.94,No
1280,70,Female,Rural,Basic,62.14,7,Credit Card,3,78.49,No
1281,39,Male,Rural,Basic,15.28,23,Credit Card,1,369.18,Yes
1282,38,Male,Suburban,Premium,23.47,8,PayPal,7,156.73,Yes
1283,23,Male,Urban,Standard,77.12,8,Credit Card,1,386.68,Yes
1284,23,Male,Suburban,Standard,26.79,5,Credit Card,1,21.7,Yes
1285,72,Male,Urban,Standard,31.2,71,Crypto,1,304.45,No
1286,65,Female,Suburban,Basic,81.37,2,PayPal,0,159.79,No
1287,21,Female,Suburban,Standard,18.4,51,Credit Card,4,94.27,No
1288,47,Male,Urban,Standard,49.37,66,Debit Card,3,408.57,Yes
1289,28,Male,Rural,Standard,12.08,12,Debit Card,1,206.71,No
1290,79,Male,Urban,Basic,41.21,47,Debit Card,0,286.24,No
1291,79,Male,Suburban,Standard,72.91,55,Debit Card,0,17.51,Yes
1292,47,Female,Urban,Premium,18.11,26,Credit Card,1,396.02,No
1293,48,Male,Rural,Standard,89.95,45,Credit Card,0,144.15,No
1294,41,Male,Urban,Basic,91.85,62,Credit Card,8,347.01,No
1295,72,Male,Urban,Standard,19.45,70,Debit Card,1,380.48,No
1296,26,Female,Urban,Basic,99.17,2,Debit Card,2,59.44,Yes
1297,72,Female,Urban,Standard,36.78,26,Credit Card,8,148.65,Yes
1298,20,Male,Urban,Premium,17.57,14,Credit Card,4,362.0,No
1299,68,Female,Suburban,Standard,10.46,57,Crypto,7,116.86,No
1300,48,Female,Urban,Standard,46.77,32,Credit Card,6,424.24,Yes
1301,57,Female,Urban,Standard,66.68,62,Credit Card,5,156.67,No
1302,54,Male,Urban,Basic,39.9,30,Debit Card,1,201.76,Yes
1303,53,Female,Rural,Basic,85.3,13,Credit Card,3,50.77,Yes
1304,41,Female,Suburban,Premium,74.49,40,Credit Card,8,74.69,Yes
1305,48,Female,Suburban,Standard,41.51,31,Credit Card,6,138.44,No
1306,23,Female,Suburban,Basic,76.09,37,Debit Card,2,25.41,No
1307,19,Female,Urban,Basic,94.64,45,Credit Card,5,97.32,No
1308,37,Male,Urban,Standard,18.38,59,PayPal,7,205.06,Yes
1309,45,Female,Urban,Standard,37.55,28,Credit Card,7,190.6,No
1310,28,Female,Rural,Premium,51.7,61,Debit Card,7,100.15,No
1311,21,Female,Rural,Basic,54.82,19,Credit Card,7,41.14,Yes
1312,32,Male,Urban,Premium,58.8,43,Credit Card,9,159.76,Yes
1313,23,Female,Urban,Standard,37.06,59,Debit Card,5,372.93,No
1314,71,Female,Urban,Standard,70.05,16,Credit Card,9,255.54,Yes
1315,66,Male,Urban,Standard,68.06,69,Debit Card,2,473.46,Yes
1316,47,Female,Suburban,Basic,62.0,44,Credit Card,8,70.8,No
1317,73,Female,Urban,Premium,20.24,66,Credit Card,2,104.45,No
1318,55,Female,Rural,Basic,52.93,10,Debit Card,3,140.87,No
1319,68,Male,Urban,Basic,42.06,47,Debit Card,9,7.49,Yes
1320,79,Male,Rural,Premium,54.19,19,Credit Card,0,471.75,Yes
1321,74,Female,Suburban,Standard,92.97,51,PayPal,1,223.24,No
1322,19,Male,Suburban,Premium,53.25,13,Credit Card,5,241.34,Yes
1323,32,Female,Suburban,Standard,11.26,63,Credit Card,0,79.77,No
1324,28,Female,Suburban,Basic,49.5,16,Credit Card,8,436.48,Yes
1325,25,Female,Suburban,Premium,83.86,53,Credit Card,7,346.62,Yes
1326,43,Male,Suburban,Basic,80.21,35,Credit Card,1,216.25,Yes
1327,68,Female,Suburban,Premium,56.21,59,Debit Card,1,439.11,Yes
1328,62,Male,Rural,Basic,32.48,39,Credit Card,7,452.82,Yes
1329,61,Male,Suburban,Premium,51.86,67,Credit Card,7,25.69,No
1330,22,Male,Suburban,Basic,60.73,61,Crypto,0,60.54,No
1331,23,Male,Rural,Standard,99.99,50,Credit Card,4,14.79,Yes
1332,43,Female,Urban,Premium,67.98,53,Credit Card,1,291.28,No
1333,71,Female,Urban,Standard,72.48,46,Credit Card,0,109.75,No
1334,21,Male,Urban,Standard,54.23,52,Credit Card,2,422.62,Yes
1335,36,Female,Suburban,Premium,41.9,29,Credit Card,2,233.49,Yes
1336,37,Male,Rural,Standard,83.17,5,Credit Card,9,419.02,Yes
1337,50,Female,Urban,Premium,54.54,67,Debit Card,8,278.25,Yes
1338,37,Female,Suburban,Standard,99.52,40,Debit Card,9,398.29,Yes
1339,66,Female,Suburban,Basic,51.14,2,Debit Card,0,186.56,No
1340,29,Male,Urban,Basic,16.12,68,Debit Card,1,472.75,No
1341,64,Female,Suburban,Basic,71.43,62,Credit Card,8,333.91,No
1342,18,Male,Rural,Basic,14.2,58,Credit Card,4,298.15,No
1343,43,Female,Urban,Standard,32.55,69,Debit Card,8,176.83,No
1344,31,Male,Suburban,Basic,41.84,58,Credit Card,5,468.65,Yes
1345,55,Female,Suburban,Basic,76.55,35,Credit Card,9,169.53,Yes
1346,54,Female,Urban,Basic,54.48,14,Debit Card,9,418.09,Yes
1347,79,Female,Urban,Premium,12.58,15,Credit Card,2,202.75,Yes
1348,28,Male,Rural,Standard,65.52,6,Debit Card,7,383.82,No
1349,53,Female,Urban,Basic,47.03,16,Credit Card,8,456.03,Yes
1350,30,Male,Urban,Premium,92.97,46,Crypto,1,233.34,Yes
1351,60,Female,Urban,Basic,54.96,63,Debit Card,8,263.54,No
1352,20,Male,Suburban,Premium,73.81,12,Credit Card,3,165.84,Yes
1353,50,Male,Suburban,Standard,29.7,41,Debit Card,7,28.29,No
1354,23,Female,Suburban,Basic,78.49,19,Debit Card,4,326.59,Yes
1355,67,Male,Urban,Standard,74.89,2,Debit Card,5,60.7,Yes
1356,73,Male,Rural,Standard,91.37,20,Credit Card,3,177.68,Yes
1357,27,Male,Urban,Standard,13.04,9,Credit Card,4,175.4,Yes
1358,22,Male,Urban,Premium,50.28,21,Credit Card,0,76.35,Yes
1359,40,Female,Urban,Basic,71.12,8,Credit Card,2,333.69,Yes
1360,27,Female,Urban,Basic,18.56,39,PayPal,3,88.13,No
1361,61,Male,Rural,Basic,46.95,37,Credit Card,0,389.39,Yes
1362,19,Male,Rural,Basic,94.79,29,Credit Card,2,125.39,Yes
1363,30,Male,Urban,Basic,49.23,35,Credit Card,3,144.36,Yes
1364,57,Male,Rural,Premium,98.69,38,PayPal,8,172.52,Yes
1365,19,Female,Suburban,Basic,15.12,35,Debit Card,2,77.22,Yes
1366,37,Female,Rural,Standard,74.6,68,Debit Card,2,217.7,Yes
1367,18,Male,Urban,Standard,62.29,3,PayPal,3,41.08,Yes
1368,54,Male,Suburban,Premium,55.05,12,PayPal,8,214.13,Yes
1369,26,Male,Urban,Premium,97.38,32,Debit Card,8,170.62,Yes
1370,34,Female,Rural,Standard,21.67,47,Credit Card,0,169.79,No
1371,26,Female,Urban,Premium,90.64,63,Credit Card,7,330.68,No
1372,28,Male,Suburban,Standard,72.21,26,Debit Card,9,384.74,Yes
1373,32,Male,Urban,Premium,33.31,43,Credit Card,0,178.64,No
1374,41,Female,Urban,Standard,91.15,44,Debit Card,1,131.75,Yes
1375,55,Female,Suburban,Basic,48.64,38,Credit Card,9,247.68,Yes
1376,72,Male,Rural,Standard,83.28,29,Debit Card,4,394.07,Yes
1377,52,Male,Suburban,Standard,45.0,55,Credit Card,5,322.64,Yes
1378,47,Male,Rural,Basic,86.58,52,Credit Card,1,19.96,No
1379,48,Female,Urban,Basic,67.3,19,Debit Card,9,240.48,Yes
1380,66,Male,Suburban,Standard,22.69,35,Credit Card,4,495.49,No
1381,22,Male,Urban,Premium,68.47,48,Debit Card,2,177.21,Yes
1382,79,Female,Urban,Basic,27.22,60,Debit Card,6,220.92,No
1383,77,Male,Suburban,Standard,47.07,31,Crypto,0,144.42,No
1384,61,Female,Suburban,Standard,25.33,3,PayPal,4,249.35,No
1385,67,Male,Suburban,Premium,11.98,35,Credit Card,2,81.3,Yes
1386,31,Male,Suburban,Premium,29.07,52,Debit Card,1,124.26,No
1387,70,Female,Suburban,Standard,58.27,71,Credit Card,2,356.16,No
1388,73,Male,Urban,Standard,53.34,51,Credit Card,9,70.01,Yes
1389,28,Female,Urban,Basic,55.13,56,Debit Card,3,463.15,No
1390,26,Female,Suburban,Standard,32.29,21,Debit Card,1,154.67,No
1391,51,Male,Urban,Standard,71.66,1,Credit Card,1,287.94,Yes
1392,29,Female,Urban,Premium,73.38,53,Credit Card,2,161.59,Yes
1393,52,Male,Urban,Standard,42.22,6,PayPal,1,239.54,Yes
1394,52,Female,Suburban,Basic,89.31,62,Credit Card,5,452.0,No
1395,18,Male,Urban,Standard,67.96,47,PayPal,1,35.22,No
1396,57,Female,Suburban,Basic,74.17,50,Debit Card,0,428.31,No
1397,39,Male,Suburban,Basic,34.96,31,Credit Card,7,279.23,No
1398,77,Male,Urban,Basic,10.06,64,Credit Card,9,332.87,No
1399,46,Female,Suburban,Basic,87.88,29,Credit Card,3,28.89,Yes
1400,25,Female,Suburban,Premium,84.02,15,PayPal,1,380.94,Yes
1401,28,Male,Suburban,Basic,21.09,58,PayPal,3,64.76,Yes
1402,58,Male,Suburban,Basic,43.67,23,Debit Card,1,482.45,Yes
1403,54,Female,Urban,Premium,69.52,38,Credit Card,4,399.84,Yes
1404,31,Female,Suburban,Basic,68.69,41,Debit Card,6,246.94,Yes
1405,77,Male,Urban,Basic,87.43,15,Credit Card,5,462.16,Yes
1406,47,Male,Rural,Basic,22.62,3,Debit Card,1,85.37,No
1407,52,Male,Rural,Basic,48.69,1,Credit Card,3,495.84,Yes
1408,38,Female,Suburban,Basic,18.75,11,PayPal,7,358.69,Yes
1409,54,Male,Urban,Basic,45.06,60,Debit Card,6,50.09,No
1410,22,Male,Urban,Standard,11.36,65,Credit Card,6,268.76,Yes
1411,36,Female,Urban,Basic,90.84,4,PayPal,3,355.73,Yes
1412,76,Male,Urban,Basic,57.43,25,Credit Card,0,306.9,Yes
1413,31,Female,Urban,Premium,86.48,43,Credit Card,6,212.55,Yes
1414,43,Male,Suburban,Standard,15.39,40,Credit Card,5,124.82,No
1415,79,Male,Urban,Premium,30.47,44,Debit Card,7,119.88,No
1416,21,Male,Rural,Standard,33.34,59,PayPal,4,463.55,Yes
1417,42,Female,Urban,Basic,44.8,23,PayPal,7,118.14,Yes
1418,62,Male,Rural,Standard,82.26,62,Debit Card,9,481.24,Yes
1419,59,Female,Rural,Basic,44.79,23,Credit Card,7,105.9,No
1420,42,Female,Suburban,Basic,28.42,58,Credit Card,8,192.76,No
1421,35,Female,Suburban,Standard,15.85,55,Credit Card,0,7.15,No
1422,57,Male,Urban,Standard,17.15,33,PayPal,2,451.67,Yes
1423,25,Male,Suburban,Standard,78.4,63,Crypto,5,53.07,No
1424,56,Male,Urban,Premium,50.03,60,Credit Card,3,179.31,No
1425,57,Male,Urban,Basic,75.36,61,Debit Card,7,421.42,No
1426,31,Male,Suburban,Standard,71.41,61,Debit Card,9,396.16,Yes
1427,49,Female,Urban,Standard,22.18,69,Credit Card,0,420.91,Yes
1428,68,Male,Suburban,Premium,22.86,21,Debit Card,4,457.14,Yes
1429,78,Male,Urban,Premium,77.98,3,PayPal,3,455.62,Yes
1430,55,Male,Urban,Premium,74.91,48,Credit Card,0,385.48,No
1431,50,Female,Urban,Basic,44.02,10,PayPal,9,291.63,Yes
1432,40,Male,Urban,Standard,16.97,42,Credit Card,5,281.21,No
1433,32,Female,Urban,Basic,11.09,66,Credit Card,9,7.45,No
1434,50,Male,Urban,Basic,35.93,46,Credit Card,2,361.56,No
1435,42,Female,Urban,Premium,10.83,9,PayPal,4,114.11,Yes
1436,34,Female,Rural,Basic,30.71,49,Credit Card,5,414.52,Yes
1437,50,Male,Urban,Premium,47.76,4,Debit Card,3,277.35,Yes
1438,64,Male,Suburban,Basic,20.93,60,Debit Card,9,493.64,Yes
1439,72,Male,Urban,Premium,19.38,29,Credit Card,9,105.93,Yes
1440,19,Male,Rural,Basic,90.68,47,PayPal,5,362.01,Yes
1441,31,Female,Urban,Basic,62.69,63,Credit Card,6,274.22,Yes
1442,70,Female,Urban,Basic,94.1,31,PayPal,1,465.97,Yes
1443,57,Female,Suburban,Standard,41.12,51,Credit Card,6,133.73,Yes
1444,57,Female,Urban,Basic,70.94,41,Debit Card,6,30.66,No
1445,68,Male,Suburban,Standard,28.42,36,Debit Card,1,272.39,Yes
1446,56,Male,Urban,Basic,65.65,40,PayPal,2,261.28,Yes
1447,68,Female,Rural,Basic,21.66,60,Credit Card,2,156.54,Yes
1448,23,Male,Urban,Basic,10.19,15,Debit Card,0,493.28,Yes
1449,23,Female,Urban,Standard,93.84,30,Credit Card,0,35.79,No
1450,20,Male,Suburban,Premium,59.94,30,Credit Card,9,285.19,No
1451,24,Male,Urban,Premium,93.42,27,Credit Card,5,130.85,Yes
1452,68,Female,Rural,Basic,40.04,40,Credit Card,8,1.95,Yes
1453,25,Male,Urban,Standard,39.5,45,PayPal,8,493.94,Yes
1454,59,Female,Suburban,Standard,46.06,47,Debit Card,0,241.32,Yes
1455,69,Female,Urban,Basic,73.54,56,Credit Card,6,428.74,No
1456,32,Female,Rural,Standard,60.92,54,PayPal,5,420.19,Yes
1457,64,Female,Suburban,Standard,93.28,9,Credit Card,3,406.33,Yes
1458,46,Female,Urban,Basic,12.29,65,Debit Card,2,230.05,Yes
1459,50,Female,Urban,Basic,73.74,70,PayPal,8,448.07,No
1460,69,Male,Urban,Basic,39.73,1,PayPal,9,184.27,Yes
1461,47,Male,Rural,Standard,26.22,13,Credit Card,4,204.79,No
1462,56,Female,Urban,Basic,55.94,38,Debit Card,7,128.6,Yes
1463,44,Male,Urban,Basic,55.46,45,Credit Card,3,224.59,No
1464,53,Male,Urban,Basic,22.33,40,PayPal,3,493.26,Yes
1465,46,Male,Urban,Basic,28.17,15,Debit Card,5,287.05,Yes
1466,55,Female,Suburban,Basic,46.73,50,Debit Card,5,415.72,Yes
1467,74,Female,Rural,Premium,46.79,2,Credit Card,2,132.41,No
1468,50,Male,Suburban,Basic,38.58,53,Debit Card,1,478.0,No
1469,78,Female,Rural,Standard,23.37,26,Debit Card,8,7.57,No
1470,54,Female,Suburban,Basic,10.39,66,Debit Card,1,465.19,No
1471,44,Female,Urban,Standard,97.32,33,Debit Card,8,449.1,No
1472,72,Female,Urban,Standard,94.91,59,PayPal,7,34.61,Yes
1473,50,Female,Suburban,Basic,53.53,26,Debit Card,9,302.82,No
1474,79,Male,Rural,Premium,99.55,21,Credit Card,6,392.84,Yes
1475,21,Female,Rural,Standard,70.63,49,PayPal,4,202.5,Yes
1476,39,Male,Urban,Premium,16.2,71,Credit Card,2,46.84,No
1477,19,Female,Urban,Standard,20.59,71,Debit Card,1,414.87,Yes
1478,27,Female,Urban,Premium,92.45,66,PayPal,7,233.78,Yes
1479,22,Male,Rural,Standard,66.7,37,Credit Card,1,132.36,Yes
1480,76,Male,Rural,Premium,85.89,14,PayPal,7,36.36,Yes
1481,27,Female,Suburban,Standard,90.84,7,Debit Card,4,320.45,Yes
1482,50,Male,Urban,Standard,50.31,38,Debit Card,8,22.11,Yes
1483,71,Female,Suburban,Standard,14.37,45,Credit Card,3,395.76,No
1484,55,Male,Urban,Premium,26.95,22,Credit Card,7,385.61,Yes
1485,30,Male,Urban,Premium,15.99,44,Crypto,6,162.15,No
1486,48,Female,Suburban,Basic,26.99,35,Credit Card,7,236.67,No
1487,64,Female,Urban,Standard,46.95,60,Debit Card,4,334.94,No
1488,53,Female,Urban,Basic,20.64,3,Credit Card,1,479.6,No
1489,62,Male,Rural,Standard,25.01,67,Credit Card,6,260.56,No
1490,41,Female,Suburban,Basic,50.12,55,Debit Card,2,498.34,No
1491,69,Female,Urban,Basic,40.62,9,Credit Card,9,163.23,Yes
1492,73,Female,Suburban,Premium,52.09,69,Crypto,9,263.72,No
1493,32,Female,Urban,Basic,48.63,28,Debit Card,9,58.69,No
1494,46,Female,Suburban,Standard,68.0,15,Debit Card,9,278.66,No
1495,25,Male,Suburban,Standard,94.35,31,Credit Card,1,268.62,No
1496,22,Male,Suburban,Basic,19.71,59,Crypto,2,424.56,No
1497,46,Female,Suburban,Basic,18.93,54,Credit Card,3,498.28,No
1498,64,Male,Urban,Standard,86.75,68,Debit Card,9,493.1,Yes
1499,21,Female,Urban,Basic,55.58,47,Credit Card,6,118.91,Yes
1500,29,Male,Urban,Premium,78.98,42,Credit Card,9,169.88,No
1501,62,Female,Urban,Premium,29.39,23,Debit Card,0,138.05,Yes
1502,19,Female,Suburban,Basic,84.6,65,Debit Card,5,100.64,Yes
1503,44,Male,Urban,Basic,93.15,54,Credit Card,5,75.92,No
1504,48,Male,Urban,Standard,67.19,11,Credit Card,7,256.36,No
1505,68,Male,Urban,Standard,19.53,63,Debit Card,1,436.38,No
1506,68,Female,Rural,Basic,90.58,22,Credit Card,1,295.34,Yes
1507,53,Female,Urban,Basic,81.32,54,Credit Card,0,436.46,No
1508,53,Male,Suburban,Standard,77.58,36,Credit Card,2,479.79,Yes
1509,43,Female,Urban,Premium,13.31,58,Credit Card,6,192.19,Yes
1510,60,Male,Urban,Basic,81.91,20,Credit Card,7,418.0,Yes
1511,44,Male,Urban,Standard,22.42,16,Credit Card,6,27.12,Yes
1512,22,Female,Suburban,Premium,30.01,56,Debit Card,8,241.06,Yes
1513,37,Male,Suburban,Standard,61.94,50,Credit Card,7,184.78,No
1514,28,Male,Rural,Standard,33.85,66,Debit Card,7,103.22,No
1515,79,Male,Urban,Standard,69.52,13,Crypto,1,219.76,Yes
1516,27,Male,Urban,Premium,64.73,15,Crypto,0,222.41,No
1517,57,Male,Rural,Standard,19.73,27,PayPal,5,404.46,No
1518,55,Male,Urban,Premium,69.04,8,Credit Card,6,434.59,Yes
1519,23,Female,Suburban,Standard,93.16,70,Credit Card,5,328.82,No
1520,25,Male,Suburban,Standard,24.5,50,PayPal,6,317.06,Yes
1521,40,Female,Urban,Basic,63.74,67,Credit Card,7,55.98,No
1522,64,Male,Suburban,Basic,40.77,26,Credit Card,1,288.06,Yes
1523,43,Male,Urban,Standard,51.37,36,Debit Card,0,137.95,Yes
1524,63,Female,Urban,Basic,35.83,21,Credit Card,9,148.09,Yes
1525,60,Female,Urban,Standard,41.87,52,PayPal,7,48.29,Yes
1526,29,Male,Rural,Basic,12.6,11,Debit Card,7,318.3,No
1527,43,Female,Urban,Premium,98.34,8,Debit Card,7,292.32,No
1528,30,Female,Suburban,Basic,66.23,57,PayPal,9,110.92,Yes
1529,57,Female,Rural,Premium,55.06,46,Credit Card,6,132.26,Yes
1530,79,Female,Suburban,Standard,44.53,2,Debit Card,1,386.73,Yes
1531,35,Male,Suburban,Basic,58.54,64,Credit Card,3,396.67,No
1532,42,Male,Urban,Standard,44.21,52,Debit Card,8,247.05,Yes
1533,50,Female,Urban,Basic,42.39,65,Credit Card,7,75.35,No
1534,64,Male,Urban,Basic,51.76,11,Debit Card,3,28.74,Yes
1535,57,Female,Suburban,Basic,34.84,6,Crypto,7,136.46,Yes
1536,77,Male,Rural,Basic,26.2,64,Credit Card,9,365.86,Yes
1537,60,Male,Rural,Premium,60.09,55,Credit Card,5,300.81,Yes
1538,29,Female,Rural,Basic,85.85,44,Credit Card,8,359.34,Yes
1539,61,Male,Rural,Standard,23.75,14,Credit Card,0,236.4,Yes
1540,53,Female,Urban,Basic,12.95,5,Credit Card,5,377.6,Yes
1541,65,Female,Suburban,Standard,32.21,25,PayPal,3,240.92,No
1542,21,Female,Rural,Basic,98.17,50,Credit Card,2,42.92,No
1543,22,Female,Urban,Standard,84.59,71,Credit Card,4,40.85,No
1544,73,Female,Rural,Standard,63.63,2,Debit Card,9,415.92,No
1545,54,Female,Urban,Standard,93.63,10,Credit Card,7,315.18,Yes
1546,25,Female,Suburban,Basic,50.08,2,Credit Card,9,140.28,Yes
1547,59,Male,Suburban,Standard,98.5,60,Debit Card,5,378.83,No
1548,66,Male,Rural,Basic,36.67,45,Debit Card,0,68.73,Yes
1549,45,Male,Urban,Basic,31.63,8,Credit Card,5,322.98,Yes
1550,48,Male,Suburban,Standard,67.42,58,Credit Card,6,494.75,Yes
1551,75,Female,Suburban,Standard,44.03,7,Credit Card,5,75.86,Yes
1552,26,Female,Urban,Standard,66.37,21,Credit Card,2,71.83,Yes
1553,71,Female,Suburban,Standard,37.45,47,Credit Card,8,234.45,Yes
1554,68,Male,Suburban,Basic,65.61,1,Debit Card,9,321.69,Yes
1555,46,Female,Suburban,Basic,34.82,12,PayPal,9,14.25,Yes
1556,31,Male,Urban,Basic,14.59,48,Credit Card,3,250.34,Yes
1557,57,Female,Urban,Standard,92.09,4,Debit Card,4,42.5,Yes
1558,58,Female,Suburban,Standard,89.49,34,Credit Card,4,121.42,Yes
1559,39,Male,Urban,Basic,97.37,32,Debit Card,2,356.49,Yes
1560,28,Male,Urban,Standard,74.49,3,Debit Card,1,369.69,Yes
1561,40,Male,Rural,Standard,71.44,68,PayPal,7,365.14,Yes
1562,18,Female,Suburban,Standard,60.31,57,Credit Card,6,33.51,No
1563,63,Female,Suburban,Standard,21.33,24,Credit Card,4,393.59,Yes
1564,54,Female,Urban,Standard,27.03,33,Debit Card,0,216.67,Yes
1565,38,Male,Urban,Standard,36.05,3,Credit Card,9,238.18,Yes
1566,43,Male,Urban,Basic,90.11,4,Credit Card,0,210.43,No
1567,63,Female,Urban,Basic,25.57,30,Credit Card,7,428.65,No
